1 Week Active Raffles,1 Week Active Users At Release,1 Week New Users At Release,2 Week Active Raffles,2 Week Active Users At Release,2 Week New Users At Release,Total Views Ranges,Diferencia lanzamiento,PPV promedio,Outliers Views,Duracion Grupos,Number of Records,Active Raffles At Release,Category,duracion,Female Shares,Id,Male Shares,points_given,Points Per View,Release Date,release_date_youtube,release_difference,Shares First Day,Shares First Month,Shares First Week,Total Shares,Total Users At Release,Total Views,Url
0,59,59,0,71,87,50 - 99,[09] 3 semanas,151.549295775,Valid,[14] 7:01 a 7:30,1,0,DEPORTES,434,5,3,8,10760,66,05/07/2013 00:00:00,2013-06-19 16:15:48,1323852,1,30,26,31,87,71,Sv3xVOs7_No
0,81,66,0,110,133,150 - 199,[11] 5 semanas,159.012345679,Valid,[03] 1:31 a 2:00,1,0,VIDEOJUEGOS,99,7,6,15,25760,132,11/07/2013 00:00:00,2013-06-11 14:38:11,2539309,7,82,76,83,133,162,aX2KNyaoNV4
0,58,49,0,104,108,0 - 49,[14] 8 semanas,60,Valid,[04] 2:01 a 2:30,1,0,CINE,147,5,7,8,2340,66,12/07/2013 00:00:00,2013-05-16 19:02:06,4856274,3,22,14,25,136,39,4ekm20rSGs8
11,4,10,12,4,11,400 - 449,[14] 8 semanas,79.131455399,Valid,[02] 1:01 a 1:30,1,0,MISC,65,100,10,26,33710,70,09/10/2013 13:08:28,2013-08-16 01:31:39,4707409,1,95,32,151,220,426,KPC6UiwP6Hw
11,4,10,12,4,11,1000 - 1049,[10] 4 semanas,76.078817734,Valid,[01] 31 a 60s,1,0,MISC,32,126,11,42,77220,70,09/10/2013 13:09:26,2013-09-10 18:22:32,2486814,1,105,55,202,220,1015,2inR8eueoGU
11,4,10,12,4,11,150 - 199,[09] 3 semanas,42.626506024,Valid,[03] 1:31 a 2:00,1,0,MISC,104,52,12,22,7076,44,09/10/2013 13:09:51,2013-09-20 07:40:36,1661355,1,49,23,87,220,166,BsHFiI0h-9E
11,4,10,12,4,11,1200 - 1249,[08] 2 semanas,43.488372093,Valid,[09] 4:31 a 5:00,1,0,MISC,275,80,16,85,52360,44,09/10/2013 13:11:27,2013-10-01 04:00:00,724287,1,81,29,187,220,1204,3wbvpOIIBQA
11,4,10,12,4,11,2200 - 2249,[06] 6 días,40.053404539,Valid,[02] 1:01 a 1:30,1,0,NA,89,69,17,61,90000,30,09/10/2013 13:11:57,2013-10-02 18:15:06,586611,2,101,42,155,220,2247,ZRd3lrukxu8
11,4,10,12,4,11,500 - 549,[13] 7 semanas,105.567669173,Valid,[01] 31 a 60s,1,0,M,31,61,18,67,56162,100,09/10/2013 13:15:30,2013-08-26 03:00:43,3838487,1,80,26,150,220,532,peMSWg94ZwY
11,4,10,12,4,11,0 - 49,[13] 7 semanas,100,Valid,[01] 31 a 60s,1,0,NA,31,8,20,9,4800,132,09/10/2013 13:16:19,2013-08-25 20:09:14,3863225,2,21,20,21,220,48,ShYiqTg9K8E
10,135,170,11,136,176,1000 - 1049,[09] 3 semanas,97.710654936,Valid,[01] 31 a 60s,1,10,MISC,31,145,28,40,99958,70,15/10/2013 13:19:09,2013-09-26 18:28:20,1623049,27,173,74,230,386,1023,Ug7gZppPhww
11,190,206,11,241,302,1000 - 1049,[10] 4 semanas,35.848249027,Valid,[04] 2:01 a 2:30,1,10,MISC,124,59,32,52,36852,30,20/10/2013 16:02:51,2013-09-25 21:27:35,2140516,18,79,49,126,517,1028,CjB_oVeq8Lo
11,167,152,12,314,396,700 - 749,[06] 6 días,47.486486486,Valid,[02] 1:01 a 1:30,1,11,MISC,61,40,37,42,35140,40,24/10/2013 16:13:17,2013-10-17 16:55:02,602295,11,42,29,90,619,740,UelJZG_bF98
11,165,137,12,311,376,9350 - 9399,[10] 4 semanas,8.101629914,Valid,[07] 3:31 a 4:00,1,11,MISC,229,23,39,15,76050,5,24/10/2013 22:59:33,2013-10-01 13:00:01,2023172,10,33,21,42,623,9387,i25Mm9bbsWE
11,164,137,12,311,376,2400 - 2449,[02] 2 días,19.145867769,Valid,[04] 2:01 a 2:30,1,11,DEPORTES,124,49,40,48,46333,15,24/10/2013 23:05:56,2013-10-22 17:00:04,194752,12,56,35,107,623,2420,x76VEPXYaI0
11,164,137,12,311,376,750 - 799,[08] 2 semanas,27.382762991,Valid,[04] 2:01 a 2:30,1,11,MISC,121,25,41,15,21605,10,24/10/2013 23:17:03,2013-10-11 17:32:44,1143859,11,36,25,43,623,789,dhuUhaNIWLQ
11,164,137,12,310,374,450 - 499,[14] 8 semanas,34.703296703,Valid,[04] 2:01 a 2:30,1,11,DEPORTES,145,12,42,19,15790,10,24/10/2013 23:41:38,2013-09-04 16:22:10,4346368,7,27,20,34,623,455,j-mEnMMmSrQ
11,163,137,12,310,373,150 - 199,[16] 10 semanas,25.494505495,Valid,[05] 2:31 a 3:00,1,11,MISC,160,20,43,12,4640,20,24/10/2013 23:59:55,2013-08-19 23:07:57,5705518,5,29,17,35,623,182,eYthI8sVTME
9,163,149,10,302,360,50 - 99,[01] 1 día,31.058823529,Valid,[07] 3:31 a 4:00,1,9,MISC,218,17,46,6,2640,30,26/10/2013 13:39:29,2013-10-24 21:13:15,145574,4,15,7,26,659,85,ngUOX2J7AZA
9,170,159,10,311,370,400 - 449,[08] 2 semanas,34.644144144,Valid,[09] 4:31 a 5:00,1,9,DEPORTES,300,24,47,32,15382,20,26/10/2013 19:19:29,2013-10-16 20:18:16,860473,7,43,24,64,671,444,NxYvJAQyH3s
9,176,171,10,311,377,100 - 149,[08] 2 semanas,30,Valid,[05] 2:31 a 3:00,1,9,DEPORTES,176,17,48,12,4200,30,27/10/2013 14:38:49,2013-10-16 00:27:27,1001482,6,19,10,33,688,140,Kayqs74owFI
9,179,174,10,313,380,0 - 49,[19] 13 semanas,32.790697674,Valid,[08] 4:01 a 4:30,1,9,VIAJES,241,14,49,11,1410,30,27/10/2013 15:26:06,2013-07-29 23:57:05,7745341,9,18,12,27,691,43,-pdZhbsyOSw
10,170,167,10,300,344,300 - 349,[01] 1 día,29.279538905,Valid,[15] 7:31 a 8:00,1,9,M,479,10,51,12,10160,20,29/10/2013 03:18:28,2013-10-27 07:03:55,159273,6,19,13,24,728,347,GxhWyaD_SUQ
10,168,169,10,277,311,1250 - 1299,[02] 2 días,15.023809524,Valid,[01] 31 a 60s,1,9,MISC,37,10,55,9,18930,10,30/10/2013 15:48:42,2013-10-27 16:56:39,255123,6,18,7,23,760,1260,BGerX3CTqFw
10,166,166,10,278,312,100 - 149,[08] 2 semanas,20,Valid,[04] 2:01 a 2:30,1,9,MISC,133,14,56,7,2420,20,30/10/2013 18:09:16,2013-10-18 15:43:20,1045556,5,23,10,28,761,121,nIsCs9_-LP8
9,144,129,9,250,276,200 - 249,[08] 2 semanas,19.567099567,Valid,[10] 5:01 a 5:30,1,8,MISC,303,16,59,8,4520,20,02/11/2013 07:59:06,2013-10-23 16:41:26,832660,3,22,13,27,786,231,9d8wWcJLnFI
9,144,129,9,250,276,0 - 49,[17] 11 semanas,20,Valid,[01] 31 a 60s,1,8,MISC,56,7,61,6,820,20,02/11/2013 08:14:23,2013-08-20 02:19:00,6414923,1,11,7,15,786,41,E5FSWkjFPxs
9,118,90,9,242,254,750 - 799,[02] 2 días,11.606217617,Valid,[03] 1:31 a 2:00,1,8,MISC,99,7,64,10,8960,20,04/11/2013 03:44:59,2013-11-01 16:17:56,214023,3,15,7,19,799,772,LL2GQrvbb1k
9,120,85,9,241,256,450 - 499,[02] 2 días,31.701680672,Valid,[03] 1:31 a 2:00,1,8,VIDEOJUEGOS,105,23,65,28,15090,20,04/11/2013 20:20:39,2013-11-02 16:54:57,185142,8,36,15,56,806,476,MNxh7umVOZ0
9,123,84,9,238,253,50 - 99,[04] 4 días,28.421052632,Valid,[06] 3:01 a 3:30,1,9,CINE,181,12,66,15,2700,30,05/11/2013 15:21:31,2013-10-31 17:00:29,426062,7,25,14,30,817,95,fZ_JOBCLF-I
9,122,82,9,235,246,350 - 399,[08] 2 semanas,129.9375,Valid,[12] 6:01 a 6:30,1,9,VIDEOJUEGOS,376,52,67,59,49896,132,05/11/2013 18:33:29,2013-10-23 13:01:39,1143110,12,98,37,121,817,384,qnInWnRCTKk
9,110,69,9,230,239,50 - 99,[20] 14 semanas,19.420289855,Valid,[07] 3:31 a 4:00,1,9,MISC,218,8,69,7,1340,20,06/11/2013 15:26:36,2013-07-30 20:51:05,8534131,4,14,8,17,829,69,fb4dpcIYTrc
9,110,69,9,230,238,200 - 249,[01] 1 día,19.707317073,Valid,[01] 31 a 60s,1,9,MISC,51,7,70,9,4040,20,06/11/2013 15:49:21,2013-11-05 00:14:04,142517,6,16,10,18,829,205,UFd6WsObOu4
9,113,79,9,227,231,850 - 899,[01] 1 día,22.826333712,Valid,[05] 2:31 a 3:00,1,9,CINE,170,16,71,22,20110,20,07/11/2013 17:52:03,2013-11-06 13:08:19,103424,14,36,27,42,851,881,voI6JXdqJFM
9,125,89,9,235,238,150 - 199,[01] 1 día,29.050632911,Valid,[05] 2:31 a 3:00,1,9,MISC,153,12,72,8,4590,20,08/11/2013 15:12:34,2013-11-07 12:53:42,94732,5,21,10,22,867,158,sSUNllgMCqY
9,129,88,9,225,204,50 - 99,[02] 2 días,29.464285714,Valid,[04] 2:01 a 2:30,1,9,CINE,131,9,74,16,1650,30,09/11/2013 19:12:42,2013-11-07 15:22:55,186587,2,24,7,29,875,56,0DvaP9egBtU
9,132,90,9,210,182,100 - 149,[05] 5 días,19.84,Valid,[03] 1:31 a 2:00,1,9,MISC,92,10,75,8,2480,20,10/11/2013 18:40:29,2013-11-05 17:31:16,436153,9,21,11,22,880,125,8lDtmbpYdxY
9,137,93,9,213,182,300 - 349,[08] 2 semanas,70.440251572,Valid,[02] 1:01 a 1:30,1,9,CINE,67,52,77,35,22400,40,11/11/2013 15:10:30,2013-10-28 01:58:16,1257134,15,95,42,102,894,318,zoKj7TdJk98
9,134,95,9,212,178,200 - 249,[12] 6 semanas,19.316239316,Valid,[05] 2:31 a 3:00,1,9,MISC,170,13,80,12,4520,20,12/11/2013 01:48:30,2013-10-04 01:02:22,3372368,6,30,16,30,905,234,76xTdNvYZ0g
9,151,111,9,217,182,2200 - 2249,[04] 4 días,11.213070725,Valid,[04] 2:01 a 2:30,1,9,MISC,126,18,81,10,25050,10,13/11/2013 21:11:52,2013-11-08 21:19:40,431532,10,32,18,32,946,2234,ojo9M1cPSPI
9,149,109,9,215,188,700 - 749,[03] 3 días,19.220430108,Valid,[07] 3:31 a 4:00,1,9,MISC,234,22,82,7,14300,20,14/11/2013 03:14:50,2013-11-10 16:00:01,299689,14,32,18,32,955,744,ARM42-eorzE
8,167,138,8,253,225,0 - 49,[04] 4 días,14.0625,Valid,[01] 31 a 60s,1,8,DEPORTES,60,7,84,12,450,15,17/11/2013 00:49:28,2013-11-12 14:00:04,384564,3,19,5,21,1015,32,NTqFmdJxWmI
8,167,138,8,253,225,200 - 249,[08] 2 semanas,30,Valid,[07] 3:31 a 4:00,1,8,DEPORTES,239,19,85,29,6180,30,17/11/2013 01:09:55,2013-11-06 14:00:05,904190,5,44,11,59,1015,206,ZXB9WJZUjmA
8,163,137,8,253,228,500 - 549,[03] 3 días,19.963167587,Valid,[02] 1:01 a 1:30,1,8,MISC,77,14,86,16,10840,20,17/11/2013 21:56:07,2013-11-14 07:00:03,312964,16,31,20,35,1021,543,M7FIvfx5J10
8,164,146,8,258,238,450 - 499,[04] 4 días,14.787878788,Valid,[01] 31 a 60s,1,8,DEPORTES,35,10,87,13,7320,15,18/11/2013 14:58:27,2013-11-14 13:52:20,349567,9,26,13,26,1039,495,EYEHUOpwNvE
8,157,136,8,250,231,150 - 199,[09] 3 semanas,38.043478261,Valid,[01] 31 a 60s,1,8,NA,56,44,88,17,7000,40,19/11/2013 01:07:58,2013-11-01 15:48:19,1502379,6,55,13,68,1041,184,F_ilNh7gkuo
8,138,114,8,236,218,50 - 99,[05] 5 días,19.375,Valid,[03] 1:31 a 2:00,1,8,MISC,106,8,89,6,1240,20,20/11/2013 14:41:26,2013-11-14 15:58:09,513797,5,16,8,16,1046,64,w9Sx34swEG0
8,137,110,8,236,218,300 - 349,[10] 4 semanas,38.994082840,Valid,[02] 1:01 a 1:30,1,8,MISC,84,28,90,24,13180,20,20/11/2013 15:37:20,2013-10-28 07:47:33,2015387,7,55,24,62,1047,338,T7XzyZB6WEM
8,129,108,8,236,217,50 - 99,[07] 1 semana,20,Valid,[04] 2:01 a 2:30,1,8,DEPORTES,143,7,91,7,1140,20,20/11/2013 20:37:33,2013-11-13 06:38:17,655156,5,16,7,16,1051,57,PJ_fFrdSKlg
8,98,75,8,220,196,200 - 249,[01] 1 día,30,Valid,[05] 2:31 a 3:00,1,8,CINE,152,11,95,16,6030,30,22/11/2013 00:48:55,2013-11-20 17:07:06,114109,7,30,14,30,1061,201,ThdX4ySLfmc
8,94,76,8,218,204,350 - 399,[01] 1 día,135.516372796,Valid,[02] 1:01 a 1:30,1,8,NA,83,37,96,45,53800,100,22/11/2013 14:09:11,2013-11-20 22:15:14,143637,7,91,41,91,1071,397,Y48mUuyTkvo
8,92,73,8,218,204,1100 - 1149,[01] 1 día,121.793478261,Valid,[03] 1:31 a 2:00,1,8,VIDEOJUEGOS,117,64,97,94,134460,120,22/11/2013 14:37:24,2013-11-21 11:40:56,96988,6,109,47,175,1071,1104,vyABlQ2lm2w
8,85,68,8,213,202,750 - 799,[03] 3 días,27.336683417,Valid,[06] 3:01 a 3:30,1,8,CINE,207,16,98,13,21760,20,22/11/2013 22:19:35,2013-11-19 15:54:04,282331,4,35,19,35,1074,796,F3XTAw3tzyI
8,82,58,8,207,200,0 - 49,[04] 4 días,20,Valid,[07] 3:31 a 4:00,1,8,MISC,220,6,99,8,820,20,24/11/2013 23:47:08,2013-11-20 18:51:02,363366,3,16,9,16,1086,41,rebEBSm9xmg
8,77,50,8,195,189,150 - 199,[02] 2 días,36.630434783,Valid,[10] 5:01 a 5:30,1,8,MISC,311,15,100,12,6740,20,25/11/2013 21:44:07,2013-11-22 23:34:10,252597,10,33,26,33,1089,184,Pv-Do30-P8A
7,110,80,7,181,162,450 - 499,[03] 3 días,32.494929006,Valid,[03] 1:31 a 2:00,1,7,MISC,94,15,102,13,16020,10,28/11/2013 19:47:51,2013-11-25 19:09:09,261522,15,31,27,31,1138,493,mTWfqi3-3qU
7,117,86,7,167,147,150 - 199,[08] 2 semanas,19.791666667,Valid,[04] 2:01 a 2:30,1,7,MISC,147,13,103,9,3800,20,30/11/2013 16:33:56,2013-11-22 02:39:06,741290,9,24,22,24,1160,192,6N0HpAU4i1c
7,119,87,7,169,148,1000 - 1049,[02] 2 días,19.762845850,Valid,[01] 31 a 60s,1,7,CINE,32,26,104,22,20000,20,30/11/2013 17:57:03,2013-11-27 23:59:10,237473,10,54,40,54,1161,1012,t5ZRuH6kHfE
7,123,88,7,169,149,250 - 299,[03] 3 días,25.130111524,Valid,[03] 1:31 a 2:00,1,7,MISC,100,13,105,12,6760,20,01/12/2013 08:04:27,2013-11-28 07:13:27,262260,13,28,24,28,1166,269,BJZBgbH9_Lk
7,146,114,7,198,181,23700 - 23749,[10] 4 semanas,1.263738578,Valid,[07] 3:31 a 4:00,1,7,MISC,223,10,112,16,30010,10,04/12/2013 21:11:17,2013-11-10 20:55:48,2074529,21,31,26,32,1232,23747,kXzwOKyGlSA
6,153,117,6,211,189,750 - 799,[09] 3 semanas,27.291666667,Valid,[06] 3:01 a 3:30,1,6,DEPORTES,181,5,113,9,20960,20,05/12/2013 02:40:35,2013-11-16 00:21:51,1649924,9,18,17,18,1244,768,9QNdx2hs0n4
6,161,131,6,222,205,150 - 199,[02] 2 días,19.875776398,Valid,[04] 2:01 a 2:30,1,6,DEPORTES,138,7,115,15,3200,20,06/12/2013 15:47:29,2013-12-04 07:57:27,201002,8,27,24,27,1277,161,tJel8dJuPH8
6,159,131,6,220,205,0 - 49,[09] 3 semanas,18.888888889,Valid,[04] 2:01 a 2:30,1,6,MISC,135,5,116,5,340,20,06/12/2013 16:47:28,2013-11-18 08:20:22,1585626,5,13,12,13,1278,18,mY-f68J5PPo
6,149,120,6,235,222,400 - 449,[05] 5 días,29.7,Valid,[03] 1:31 a 2:00,1,6,MISC,115,10,117,17,11880,20,09/12/2013 12:42:35,2013-12-03 14:08:20,513255,17,29,25,29,1309,400,S10GMfG2NMY
6,141,109,6,241,231,550 - 599,[08] 2 semanas,18.935427574,Valid,[07] 3:31 a 4:00,1,6,MISC,234,12,119,9,10850,20,10/12/2013 16:13:24,2013-12-02 06:18:21,726903,19,25,23,25,1323,573,eX0Iy93nqKs
6,144,115,6,244,234,850 - 899,[01] 1 día,20.904817861,Valid,[10] 5:01 a 5:30,1,6,IDEAS,326,11,121,7,17790,20,11/12/2013 02:15:17,2013-12-09 02:26:57,172100,11,20,17,20,1334,851,zIEIvi2MuEk
6,141,112,6,241,228,50 - 99,[02] 2 días,100,Valid,[04] 2:01 a 2:30,1,6,IDEAS,143,12,123,10,6500,100,11/12/2013 18:59:47,2013-12-09 05:59:05,219642,16,25,25,25,1339,65,FC5FbmsH4fw
5,130,98,5,235,214,50 - 99,[01] 1 día,18.867924528,Valid,[12] 6:01 a 6:30,1,5,VIDEOJUEGOS,373,1,125,10,1000,20,12/12/2013 02:33:34,2013-12-10 12:00:40,138774,11,14,12,14,1341,53,HhabgvIIXik
5,131,94,5,235,212,0 - 49,[05] 5 días,6,Valid,[01] 31 a 60s,1,5,IDEAS,46,1,126,3,60,10,12/12/2013 15:07:46,2013-12-07 06:59:17,461309,6,6,6,6,1343,10,5fHe1QFAHwQ
5,122,81,5,232,209,100 - 149,[01] 1 día,18.032786885,Valid,[04] 2:01 a 2:30,1,5,MISC,130,8,129,6,2200,20,13/12/2013 00:20:39,2013-12-11 02:07:31,166388,8,17,17,17,1348,122,q7KswC9wCSY
5,119,77,5,231,208,50 - 99,[01] 1 día,20,Valid,[07] 3:31 a 4:00,1,5,IDEAS,233,7,130,7,1740,20,13/12/2013 14:00:54,2013-12-11 14:25:48,171306,12,17,17,17,1353,87,D9BOTXFCpQA
5,111,63,5,216,191,50 - 99,[01] 1 día,30,Valid,[03] 1:31 a 2:00,1,5,CINE,113,7,131,12,2130,30,15/12/2013 21:40:49,2013-12-14 16:07:52,106377,7,17,9,20,1362,71,nyc6RJEEe0U
5,88,34,5,183,149,50 - 99,[01] 1 día,29.615384615,Valid,[03] 1:31 a 2:00,1,5,MISC,91,4,135,9,2310,30,18/12/2013 14:53:08,2013-12-17 12:24:18,95330,8,14,14,14,1371,78,Lv-sY_z8MNs
5,94,35,5,182,142,150 - 199,[02] 2 días,29.351351351,Valid,[02] 1:01 a 1:30,1,5,MISC,65,8,139,8,5430,30,18/12/2013 21:46:58,2013-12-16 15:31:59,195299,5,18,10,18,1375,185,sFEnAno-Jzg
5,92,35,5,180,140,50 - 99,[01] 1 día,30,Valid,[01] 31 a 60s,1,5,DEPORTES,39,7,140,9,2460,30,19/12/2013 00:56:30,2013-12-17 09:12:35,143035,5,18,12,19,1376,82,GtundW1rZ2A
5,86,35,5,172,128,450 - 499,[01] 1 día,44.846491228,Valid,[07] 3:31 a 4:00,1,5,MISC,232,17,141,30,20450,50,19/12/2013 16:12:10,2013-12-18 08:46:53,113117,5,36,13,49,1378,456,EC-zB2aSXXM
5,74,25,5,156,102,50 - 99,[07] 1 semana,28.947368421,Valid,[08] 4:01 a 4:30,1,5,DEPORTES,241,8,144,9,1650,30,20/12/2013 14:00:29,2013-12-12 14:57:27,687782,3,17,9,19,1378,57,2aXFPZjCsok
5,66,19,5,145,82,150 - 199,[01] 1 día,30,Valid,[10] 5:01 a 5:30,1,5,MISC,326,7,145,12,5340,30,22/12/2013 19:22:24,2013-12-20 20:27:18,168906,10,22,16,22,1380,178,1-8isxa5B_Y
5,63,27,5,139,78,50 - 99,[02] 2 días,30,Valid,[05] 2:31 a 3:00,1,5,CINE,152,6,146,10,1590,30,23/12/2013 18:56:02,2013-12-21 13:50:32,191130,7,16,10,17,1390,53,bNuP8jDYUu0
5,62,26,5,139,78,100 - 149,[06] 6 días,29.758064516,Valid,[06] 3:01 a 3:30,1,5,MISC,184,9,147,11,3690,30,23/12/2013 19:22:43,2013-12-17 14:43:34,535149,8,21,14,21,1390,124,K_wXWIjTFf8
5,59,26,5,138,77,50 - 99,[07] 1 semana,28.762886598,Valid,[07] 3:31 a 4:00,1,5,DEPORTES,213,11,148,12,2790,30,23/12/2013 20:52:49,2013-12-16 18:13:17,614372,8,26,13,26,1391,97,elojrNqYNtY
5,44,14,13,108,47,1150 - 1199,[01] 1 día,8.626943005,Valid,[06] 3:01 a 3:30,1,5,DEPORTES,191,2,150,5,9990,30,26/12/2013 19:50:18,2013-12-25 15:31:13,101945,6,8,8,8,1392,1158,FoyCgH3kibs
4,42,20,12,88,38,150 - 199,[01] 1 día,30,Valid,[05] 2:31 a 3:00,1,4,DEPORTES,169,11,152,11,5190,30,28/12/2013 18:24:29,2013-12-27 14:44:31,99598,4,21,11,24,1398,173,AphM9UNdhgY
4,42,21,12,89,40,0 - 49,[08] 2 semanas,30,Valid,[05] 2:31 a 3:00,1,4,MISC,180,4,153,3,1230,30,29/12/2013 20:46:36,2013-12-21 19:07:57,697119,2,8,4,8,1401,41,JwH1FSkEUwI
1,40,12,9,85,39,0 - 49,[10] 4 semanas,29.361702128,Valid,[10] 5:01 a 5:30,1,1,MISC,324,7,154,5,1380,30,30/12/2013 13:57:45,2013-12-07 23:31:36,1952769,4,14,8,14,1401,47,P7EP9Ko6IsY
8,38,22,8,70,36,550 - 599,[01] 1 día,57.620689655,Valid,[01] 31 a 60s,1,0,M,31,31,156,46,33420,60,02/01/2014 16:04:37,2014-01-01 02:58:31,133566,11,52,22,82,1413,580,FH1FCBmcNGg
8,46,28,8,72,38,100 - 149,[08] 2 semanas,30,Valid,[06] 3:01 a 3:30,1,0,DEPORTES,204,8,159,9,3330,30,06/01/2014 20:54:53,2013-12-28 00:56:34,849499,6,17,14,18,1429,111,yxQHgVhxfMc
8,47,29,8,68,39,300 - 349,[04] 4 días,40,Valid,[04] 2:01 a 2:30,1,0,MISC,145,12,160,14,13480,40,07/01/2014 15:30:25,2014-01-02 21:37:31,409974,9,21,17,27,1430,337,pOoy7_l2EbI
